as_of_date;forecast_month;grain;customer;product;customer_hierarchy;product_line;month;month_no;actual_sales;open_backlog;backlog_conversion_probability;expected_backlog_revenue;budget;roll_forecast;statistical_demand_forecast;residual_demand_forecast;raw_ai_forecast;final_ai_forecast;forecast_low;forecast_high;confidence;risk_flag;explanation
2026-05-07;May 2026;HierarchyProductLine;83102 - Deutschland;M203_10 Stahl;83102 - Deutschland;M203_10 Stahl;May 2026;5;75971.05;100801.21;0.7537;75971.05;381936.29;299635.91;314896.38;98843.9;250786.0;215554.42;193998.98;237109.86;high;normal;"normal segment; learned backlog probability 75%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;83102 - Deutschland;M203_10 Stahl;83102 - Deutschland;M203_10 Stahl;Jun 2026;6;0.0;297957.25;0.9;268161.53;408922.49;358630.23;563301.28;93779.3;361940.82;275455.78;247910.21;303001.36;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81811 - Komet France;M151_10 Oszillierend;81811 - Komet France;M151_10 Oszillierend;Jun 2026;6;0.0;38942.5;0.9;35048.25;168861.99;170636.03;156952.23;82919.93;117968.18;89779.92;80801.93;98757.91;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;81303 - Irland;M161_12 Vollhartmetall;81303 - Irland;M161_12 Vollhartmetall;Jul 2026;7;0.0;141554.4;0.9;127398.96;157012.4;198132.25;199622.93;26919.06;154318.02;117354.84;105619.36;129090.33;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;81601 - Italien o. VU;M211_10 einteilig maschinell;81601 - Italien o. VU;M211_10 einteilig maschinell;May 2026;5;32600.0;550.0;0.95;522.5;26980.85;122418.91;48595.44;18262.2;51384.7;44165.94;39749.34;48582.53;high;normal;"normal segment; learned backlog probability 95%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;71811 - Komet France;242_10 für Oberflächen;71811 - Komet France;242_10 für Oberflächen;Jun 2026;6;0.0;26594.2;0.95;25264.49;79051.15;132682.6;173192.13;48316.65;73581.14;55999.07;50399.17;61598.98;medium;volatile;"volatile segment; learned backlog probability 95%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81202 - Schweiz;M209_10 Sonstiges;81202 - Schweiz;M209_10 Sonstiges;Jun 2026;6;0.0;327097.5;0.9;294387.75;190670.3;226593.5;182024.84;0.0;200007.18;152215.86;136994.28;167437.45;medium;volatile;"volatile segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;81202 - Schweiz;M203_10 Stahl;81202 - Schweiz;M203_10 Stahl;Jul 2026;7;0.0;0.0;0.0;0.0;178689.92;188892.23;141885.96;151926.7;151926.7;115536.31;103982.68;127089.94;high;normal;"normal segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;71811 - Komet France;242_10 für Oberflächen;71811 - Komet France;242_10 für Oberflächen;May 2026;5;3202.1;87518.9;0.1;8751.89;72094.62;109634.38;90869.19;30410.56;42364.55;36412.98;32771.68;40054.28;medium;volatile;"volatile segment; learned backlog probability 10%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;81811 - Komet France;M151_10 Oszillierend;81811 - Komet France;M151_10 Oszillierend;Jul 2026;7;0.0;17892.5;0.9;16103.25;147861.0;150345.15;137376.6;85546.99;101650.24;77302.37;69572.13;85032.6;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;88418 - Indien;n/a;88418 - Indien;n/a;Jun 2026;6;0.0;163792.23;0.9;147413.01;253069.24;232071.76;398928.66;61964.92;209377.93;159347.49;143412.74;175282.24;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;81202 - Schweiz;M201_10 Stahl;81202 - Schweiz;M201_10 Stahl;May 2026;5;29287.35;57522.0;0.5092;29287.35;237378.76;171365.38;171852.36;58788.08;117362.78;100875.11;90787.6;110962.62;medium;volatile;"volatile segment; learned backlog probability 51%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;81205 - Spanien;M201_10 Stahl;81205 - Spanien;M201_10 Stahl;May 2026;5;62077.6;0.0;0.0;0.0;25235.0;1625.52;27627.4;20285.52;82363.12;70792.37;63713.13;77871.6;high;normal;"normal segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;81811 - Komet France;M151_10 Oszillierend;81811 - Komet France;M151_10 Oszillierend;May 2026;5;50673.28;408.0;0.95;387.6;162395.93;169286.36;151484.73;68337.96;119398.84;102625.14;92362.62;112887.65;high;normal;"normal segment; learned backlog probability 95%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;81204 - Niederlande;M153_10 Oszillierend;81204 - Niederlande;M153_10 Oszillierend;May 2026;5;230.84;37495.1;0.1;3749.51;77279.07;83690.95;25146.55;21684.26;25664.61;22059.13;19853.21;24265.04;high;normal;"normal segment; learned backlog probability 10%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;81814 - Komet Medical USA;M191_10 Sonstige;81814 - Komet Medical USA;M191_10 Sonstige;Jul 2026;7;0.0;183091.84;0.9;164782.66;165486.46;107375.82;407255.25;52625.39;217408.05;165333.17;148799.85;181866.49;medium;volatile;"volatile segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;81422 - Israel;n/a;81422 - Israel;n/a;Jul 2026;7;0.0;87750.0;0.9;78975.0;0.0;102450.0;6526.08;0.0;59059.68;44913.35;40422.02;49404.69;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;71466 - Arabische Emirate;191_10 Hartmetall;71466 - Arabische Emirate;191_10 Hartmetall;May 2026;5;0.0;0.0;0.0;0.0;41852.48;3.63;111791.35;65991.72;65991.72;56720.9;51048.81;62392.99;high;normal;"normal segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;71463 - Russland;231_12 Knochenfräser grazil konisch;71463 - Russland;231_12 Knochenfräser grazil konisch;May 2026;5;4737.3;71234.6;0.1;7123.46;84240.15;83937.65;33651.3;21218.51;33079.27;28432.14;25588.93;31275.35;medium;volatile;"volatile segment; learned backlog probability 10%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;71814 - Komet USA;123_10 Standard;71814 - Komet USA;123_10 Standard;May 2026;5;45863.77;8673.46;0.95;8239.79;154157.89;160596.37;175905.27;69226.64;123330.2;106004.2;95403.78;116604.62;high;normal;"normal segment; learned backlog probability 95%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;88418 - Indien;n/a;88418 - Indien;n/a;Jul 2026;7;0.0;0.0;0.0;0.0;289526.95;256673.64;291027.28;265955.06;265955.06;202251.91;182026.72;222477.1;high;normal;"normal segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;83102 - Deutschland;M202_10 Stahl;83102 - Deutschland;M202_10 Stahl;May 2026;5;4617.6;7902.0;0.5844;4617.6;92493.2;79837.69;33465.48;21472.08;30707.28;26393.38;23754.04;29032.72;high;normal;"normal segment; learned backlog probability 58%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;71814 - Komet USA;123_10 Standard;71814 - Komet USA;123_10 Standard;Jun 2026;6;0.0;0.0;0.0;0.0;138139.28;159439.46;175905.27;140621.52;140621.52;107020.29;96318.26;117722.32;high;normal;"normal segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81202 - Schweiz;M161_10 Diamant;81202 - Schweiz;M161_10 Diamant;Jun 2026;6;0.0;131483.51;0.9;118335.16;75090.61;114214.84;56954.93;0.0;81435.61;61976.73;55779.06;68174.41;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81202 - Schweiz;M203_10 Stahl;81202 - Schweiz;M203_10 Stahl;Jun 2026;6;0.0;0.0;0.0;0.0;159179.01;164815.95;147214.98;147953.23;147953.23;112600.1;101340.09;123860.11;high;normal;"normal segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;83102 - Deutschland;M203_10 Stahl;83102 - Deutschland;M203_10 Stahl;Jul 2026;7;0.0;381309.55;0.9;343178.59;304456.48;319030.54;487298.99;7994.94;351173.53;267058.34;240352.51;293764.18;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;81603 - USA ohne VU;M151_10 Oszillierend;81603 - USA ohne VU;M151_10 Oszillierend;Jul 2026;7;0.0;47151.35;0.9;42436.21;145527.25;104395.87;450175.47;163009.43;205445.64;156236.07;140612.46;171859.68;medium;volatile;"volatile segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;81814 - Komet Medical USA;M191_10 Sonstige;81814 - Komet Medical USA;M191_10 Sonstige;May 2026;5;82721.08;43418.25;0.95;41247.33;136058.27;194363.54;259004.48;43704.6;167673.01;144117.53;129705.77;158529.28;medium;volatile;"volatile segment; learned backlog probability 95%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;71423 - Japan;141_11 H34;71423 - Japan;141_11 H34;May 2026;5;0.0;0.0;0.0;0.0;65643.12;94652.14;22964.0;53052.89;53052.89;45599.77;41039.8;50159.75;high;normal;"normal segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;88418 - Indien;n/a;88418 - Indien;n/a;May 2026;5;0.0;208237.15;0.9;187413.44;285903.51;235076.38;604677.72;141830.7;329244.13;282990.39;254691.35;311289.42;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;71814 - Komet USA;123_10 Standard;71814 - Komet USA;123_10 Standard;Jul 2026;7;0.0;0.0;0.0;0.0;165535.03;161941.18;175905.27;150767.67;150767.67;114654.89;103189.41;126120.38;high;normal;"normal segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;81202 - Schweiz;M161_10 Diamant;81202 - Schweiz;M161_10 Diamant;May 2026;5;8466.0;15039.69;0.5629;8466.0;45086.25;80120.86;64911.86;24459.76;41391.76;35576.85;32019.17;39134.54;high;normal;"normal segment; learned backlog probability 56%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81303 - Irland;M162_12 Vollhartmetall;81303 - Irland;M162_12 Vollhartmetall;Jun 2026;6;0.0;328704.0;0.9;295833.6;246528.0;256666.44;323552.81;0.0;279534.49;212740.28;191466.25;234014.31;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81603 - USA ohne VU;M141_10 Navigation Pins;81603 - USA ohne VU;M141_10 Navigation Pins;Jun 2026;6;0.0;0.0;0.0;0.0;127621.46;108920.79;75515.17;85547.29;85547.29;65105.94;58595.34;71616.53;high;normal;"normal segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;83102 - Deutschland;M209_10 Sonstiges;83102 - Deutschland;M209_10 Sonstiges;Jun 2026;6;0.0;83242.0;0.9;74917.8;25398.97;91086.48;81508.67;0.0;62328.23;47435.02;42691.52;52178.53;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;83102 - Deutschland;M151_10 Oszillierend;83102 - Deutschland;M151_10 Oszillierend;Jul 2026;7;0.0;0.0;0.0;0.0;175300.81;184869.07;223562.78;185862.46;185862.46;141343.57;127209.21;155477.93;high;normal;"normal segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81814 - Komet Medical USA;M191_10 Sonstige;81814 - Komet Medical USA;M191_10 Sonstige;Jun 2026;6;0.0;85193.86;0.9;76674.47;87607.75;169933.42;330159.42;89427.28;166101.75;126412.07;113770.86;139053.28;medium;volatile;"volatile segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81603 - USA ohne VU;M144_10 Fixation Screws;81603 - USA ohne VU;M144_10 Fixation Screws;Jun 2026;6;0.0;1538.4;0.9;1384.56;77177.02;73487.2;61290.0;39584.68;40969.24;31179.72;28061.75;34297.69;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;81210 - Brasilien;M208_10 Stahl;81210 - Brasilien;M208_10 Stahl;Jul 2026;7;0.0;50000.0;0.9;45000.0;87500.0;87500.0;73666.2;15004.8;60004.8;45632.09;41068.88;50195.3;medium;volatile;"volatile segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;71811 - Komet France;242_10 für Oberflächen;71811 - Komet France;242_10 für Oberflächen;Jul 2026;7;0.0;131097.6;0.95;124542.72;86144.77;132412.26;139163.36;0.0;120993.24;92012.21;82810.99;101213.44;medium;volatile;"volatile segment; learned backlog probability 95%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;81603 - USA ohne VU;M151_10 Oszillierend;81603 - USA ohne VU;M151_10 Oszillierend;May 2026;5;16887.95;13442.5;0.95;12770.38;361854.41;163180.49;660812.8;206991.8;236650.12;203404.41;183063.97;223744.85;medium;volatile;"volatile segment; learned backlog probability 95%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;83102 - Deutschland;M209_10 Sonstiges;83102 - Deutschland;M209_10 Sonstiges;Jul 2026;7;0.0;89700.0;0.9;80730.0;24129.57;0.0;34357.64;0.0;51937.33;39496.99;35547.29;43446.69;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;71814 - Komet USA;111_10 Standard;71814 - Komet USA;111_10 Standard;Jun 2026;6;0.0;3915.79;0.95;3720.0;89800.01;88872.31;123661.14;61206.35;64926.35;49412.33;44471.1;54353.56;high;normal;"normal segment; learned backlog probability 95%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;71813 - D+Z;n/a;71813 - D+Z;n/a;Jun 2026;6;0.0;14777.79;0.9;13300.01;143823.76;119920.92;166091.96;93182.16;106482.17;81038.47;72934.62;89142.32;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;81303 - Irland;M161_10 Diamant;81303 - Irland;M161_10 Diamant;May 2026;5;47694.0;155501.5;0.3067;47694.0;224360.05;169345.89;205470.38;56615.04;152003.04;130648.95;117584.05;143713.84;high;normal;"normal segment; learned backlog probability 31%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;81202 - Schweiz;M151_10 Oszillierend;81202 - Schweiz;M151_10 Oszillierend;May 2026;5;118538.57;124534.21;0.95;118307.5;277221.65;270641.81;347330.58;33086.38;269932.45;232011.09;208809.98;255212.19;high;normal;"normal segment; learned backlog probability 95%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81202 - Schweiz;M151_10 Oszillierend;81202 - Schweiz;M151_10 Oszillierend;Jun 2026;6;0.0;277966.6;0.9;250169.94;270772.61;251912.26;364911.89;30535.27;280705.21;213631.26;192268.14;234994.39;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;81202 - Schweiz;M212_10 zweiteilig maschinell;81202 - Schweiz;M212_10 zweiteilig maschinell;May 2026;5;85085.0;0.0;0.0;0.0;35000.0;77000.0;112199.2;48560.83;133645.83;114870.64;103383.58;126357.71;medium;volatile;"volatile segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;71813 - D+Z;n/a;71813 - D+Z;n/a;May 2026;5;19565.46;65588.03;0.2983;19565.46;145056.57;119583.07;166091.96;56429.22;95560.14;82135.41;73921.87;90348.95;high;normal;"normal segment; learned backlog probability 30%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;71813 - D+Z;n/a;71813 - D+Z;n/a;Jul 2026;7;0.0;7640.14;0.9;6876.13;148154.1;120670.49;177557.66;102782.54;109658.67;83392.57;75053.31;91731.83;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;88468 - Volksrepublik China;n/a;88468 - Volksrepublik China;n/a;May 2026;5;88.59;39427.76;0.1;3942.78;63007.45;65223.68;112237.77;29703.08;33734.45;28995.28;26095.75;31894.81;high;normal;"normal segment; learned backlog probability 10%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;71463 - Russland;231_12 Knochenfräser grazil konisch;71463 - Russland;231_12 Knochenfräser grazil konisch;Jun 2026;6;0.0;23660.8;0.9;21294.72;68587.19;68382.22;52851.85;21451.82;42746.54;32532.34;29279.11;35785.57;medium;volatile;"volatile segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;81204 - Niederlande;M153_10 Oszillierend;81204 - Niederlande;M153_10 Oszillierend;Jul 2026;7;0.0;6228.0;0.9;5605.2;54497.5;53575.62;25146.55;17845.83;23451.03;17833.9;16050.51;19617.29;high;normal;"normal segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81603 - USA ohne VU;M143_10 Fixation Pins;81603 - USA ohne VU;M143_10 Fixation Pins;Jun 2026;6;0.0;0.0;0.0;0.0;101551.92;93805.48;87877.81;77948.29;77948.29;59322.7;53390.43;65254.97;high;normal;"normal segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;83102 - Deutschland;M204_10 Stahl;83102 - Deutschland;M204_10 Stahl;May 2026;5;0.0;5419.8;0.9;4877.82;40908.23;53919.6;43623.79;17824.24;22702.06;19512.77;17561.49;21464.05;medium;volatile;"volatile segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jul 2026;HierarchyProductLine;71463 - Russland;231_12 Knochenfräser grazil konisch;71463 - Russland;231_12 Knochenfräser grazil konisch;Jul 2026;7;0.0;0.0;0.0;0.0;55298.41;55133.86;33651.3;29044.87;29044.87;22087.87;19879.08;24296.66;medium;volatile;"volatile segment; learned backlog probability 0%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;May 2026;HierarchyProductLine;71811 - Komet France;323_11 Biokeramische Sealer;71811 - Komet France;323_11 Biokeramische Sealer;May 2026;5;34376.53;487.37;0.95;463.0;91209.46;93878.0;97781.37;37015.38;71854.91;61760.4;55584.36;67936.44;high;normal;"normal segment; learned backlog probability 95%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81210 - Brasilien;M208_10 Stahl;81210 - Brasilien;M208_10 Stahl;Jun 2026;6;0.0;37500.0;0.9;33750.0;87500.0;87500.0;100000.0;39343.99;73093.99;55628.33;50065.49;61191.16;medium;volatile;"volatile segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
2026-05-07;Jun 2026;HierarchyProductLine;81603 - USA ohne VU;M151_11 Reziprok;81603 - USA ohne VU;M151_11 Reziprok;Jun 2026;6;0.0;41250.0;0.9;37125.0;0.0;58450.0;39980.14;0.0;35008.56;26643.33;23979.0;29307.67;medium;volatile;"volatile segment; learned backlog probability 90%; blended backlog, residual demand, budget, and roll forecast."
